car name,engine_capacity,cylinder,horse_power,top_speed,seats,price_in_usd
Skoda Octavia A8 2021 1.4 TSI Ambition,1.4,4.0,150.0,220.0,5.0,20212.76595744681
Hyundai Tucson 2021 2.0L Base (FWD),2.0,4.0,153.0,170.0,5.0,23029.255319148935
Honda Civic 2021 1.6L DX,1.6,4.0,123.0,200.0,5.0,18614.36170212766
Changan CS75 2021 1.8T GDI Basic (2WD),1.8,4.0,177.0,180.0,5.0,18085.106382978724
Fiat 500X 2021 1.4T Cross,1.4,4.0,140.0,190.0,5.0,21542.55319148936
Mitsubishi ASX 2021 2.0L GLX (2WD) Mid Option,2.0,4.0,150.0,193.0,5.0,19946.808510638297
Mitsubishi Eclipse Cross 2021 1.5T GLS (Mid Option),1.5,4.0,147.0,200.0,5.0,21808.510638297874
Nissan Urvan 2021 3-Seater Manual (4-Door),2.5,4.0,147.0,170.0,3.0,21795.212765957447
GAC GS4 2021 1.5T GE,1.5,4.0,152.0,180.0,5.0,21010.63829787234
Fiat 500 2021 1.4L Lounge,1.4,4.0,100.0,182.0,4.0,19680.85106382979
"Nissan Urvan 2021 MICROBUS 4 DOORS, 13 SEATER M/T, HIGH ROOF",2.5,4.0,213.0,211.0,5.0,25518.617021276597
Nissan Urvan 2021 3-Seater Manual (5-Door),2.5,4.0,147.0,170.0,3.0,25518.617021276597
Volkswagen Jetta 2021 2.0 S,2.0,4.0,115.0,193.0,5.0,47106.8754254595
SsangYong Tivoli 2021 1.6L Full Option (FWD),1.6,4.0,125.0,160.0,5.0,19946.808510638297
"Nissan Urvan 2021 MICROBUS 4 DOORS, 13 SEATER A/T, HIGH ROOF",2.5,4.0,213.0,211.0,5.0,28178.191489361703
GAC GS4 2021 1.5T GS,1.5,4.0,152.0,180.0,5.0,18484.042553191488
Volkswagen Jetta 2021 2.0 SE,2.0,4.0,115.0,193.0,5.0,47106.8754254595
Nissan Altima 2021 2.5 S,2.5,4.0,188.0,220.0,5.0,23922.872340425532
Subaru XV 2021 2.0L Standard,2.0,4.0,150.0,194.0,5.0,23430.85106382979
Changan CS75 2021 1.8T GDI Full Option (2WD),1.8,4.0,177.0,180.0,5.0,20744.68085106383
Hyundai Elantra 2021 2.0L GL,2.0,4.0,150.0,205.0,5.0,19577.127659574468
Chevrolet Equinox 2021 1.5T LT (FWD),1.5,4.0,170.0,190.0,5.0,47106.8754254595
Subaru Impreza 2021 2.0i-S (with Sunroof),2.0,4.0,150.0,208.0,5.0,47106.8754254595
Chevrolet Equinox 2021 1.5T LS (FWD),1.5,4.0,170.0,190.0,5.0,22606.382978723403
Renault Koleos 2021 2.5L PE (4WD),2.5,4.0,170.0,199.0,5.0,24335.106382978724
Fiat 500 2021 Convertible 1.4L Lounge,1.4,4.0,100.0,182.0,4.0,21276.59574468085
Hyundai Tucson 2021 2.0L Mid (FWD),2.0,4.0,153.0,170.0,5.0,30191.489361702126
Toyota Yaris Sedan 2021 1.5L SE,1.5,4.0,105.0,175.0,5.0,16489.36170212766
Renault Koleos 2021 2.5L PE,2.5,4.0,170.0,185.0,5.0,21263.297872340427
Toyota Hilux 2021 2.7L Double Cab GLX A/T (4x2),2.7,4.0,164.0,170.0,5.0,25265.957446808512
Hyundai Elantra 2021 2.0L GLS,2.0,4.0,150.0,205.0,5.0,21297.872340425532
Skoda Octavia A8 2021 1.4 TSI Style,1.4,4.0,150.0,220.0,5.0,24202.127659574468
Mitsubishi L200 2021 2.4L Double Cab GL (2WD),2.4,4.0,128.0,169.0,6.0,17553.191489361703
Nissan X-Trail 2021 S 2WD (5-Seater),2.5,4.0,169.0,170.0,5.0,22859.042553191488
Volkswagen Jetta 2021 2.0 SEL,2.5,4.0,115.0,193.0,5.0,47106.8754254595
King Long Wide Body Passenger Van 2021 2.7L (14-Seater) Top,2.7,4.0,148.0,156.0,14.0,24468.08510638298
Mazda 6 2021 2.0L Classic,2.0,4.0,151.0,210.0,5.0,23803.191489361703
Fiat 500 2021 Convertible 1.4L Pop,1.4,4.0,100.0,182.0,4.0,18617.021276595744
Mitsubishi L200 2021 2.4L Double Cab GLX (4WD),2.4,4.0,128.0,167.0,5.0,18882.978723404256
Maxus G10 7-Seater 2021 7 Seat MPV (Elite),2.0,4.0,221.0,190.0,7.0,23670.212765957447
Toyota Camry 2021 2.5L LE (204 HP),2.5,4.0,204.0,195.0,5.0,24574.468085106382
Peugeot 3008 2021 1.6T Active+,1.6,4.0,181.0,222.0,5.0,27912.23404255319
Toyota Hiace 2021 3.5L GL STD Roof Panel Van (3-Seater),3.5,4.0,277.0,160.0,3.0,23457.44680851064
Mitsubishi L200 2021 2.5L Double Cab GL (2WD),2.5,4.0,136.0,167.0,5.0,18882.978723404256
Audi A1 2021 Attraction 1.4L (122 HP),1.4,4.0,122.0,203.0,4.0,24202.127659574468
Mitsubishi L200 2021 2.4L Double Cab GLX Diesel (4WD),2.4,4.0,136.0,167.0,5.0,22340.425531914894
Maxus G10 9-Seater 2021 9 Seat MPV (Standard),2.4,4.0,140.0,160.0,9.0,25265.957446808512
Audi A3 Sedan 2021 Basic 30 1.0 TFSI (116 HP),1.0,3.0,116.0,211.0,5.0,26329.787234042553
SsangYong Rexton 2021 2.0T Basic (2WD),2.0,4.0,225.0,185.0,7.0,27712.76595744681
Toyota Camry 2021 2.5L GLE (204 HP),2.5,4.0,204.0,195.0,5.0,28484.042553191488
GMC Terrain 2021 1.5T SLE (FWD),1.5,4.0,170.0,200.0,5.0,26593.08510638298
Honda Accord 2021 1.5T LX,1.5,4.0,198.0,195.0,5.0,47106.8754254595
GMC Terrain 2021 2.0T SLT (AWD),2.0,4.0,252.0,200.0,5.0,47106.8754254595
Honda CR-V 2021 LX (2WD),2.4,4.0,184.0,200.0,5.0,47106.8754254595
Mitsubishi Pajero 2021 3.8L GLS 3 Door High,3.8,6.0,241.0,180.0,5.0,29255.31914893617
Subaru BRZ 2021 2.0L M/T,2.0,4.0,200.0,226.0,4.0,26329.787234042553
Peugeot 5008 2021 1.6T Active,1.6,4.0,180.0,219.0,7.0,30305.85106382979
Peugeot 308 2021 1.6L GT Line,1.6,4.0,163.0,188.0,5.0,27912.23404255319
Subaru XV 2021 2.0L-S EyeSight,2.0,4.0,150.0,194.0,5.0,25531.91489361702
Audi A1 2021 Ambition 1.4L (122 HP),1.4,4.0,122.0,203.0,4.0,27659.574468085106
GAC GS8 2021 2.0T GL (2WD),2.0,4.0,198.0,200.0,7.0,22207.44680851064
Peugeot 3008 2021 1.6T Allure+,1.6,4.0,165.0,205.0,5.0,30571.808510638297
Audi A3 Sedan 2021 30 TFSI Sport (116 HP),1.0,3.0,116.0,211.0,5.0,27393.617021276597
Honda Accord 2021 1.5T LX Sport,1.5,4.0,198.0,195.0,5.0,47106.8754254595
Mazda 6 2021 2.0L Signature,2.0,4.0,151.0,210.0,5.0,27925.531914893618
Ford Edge 2021 Ambient,2.0,4.0,250.0,200.0,5.0,29242.021276595744
Kia Cadenza 2021 3.3L GDi Mid,3.3,6.0,284.0,235.0,5.0,47106.8754254595
Maxus G10 7-Seater 2021 7 Seat MPV (Luxury),2.0,4.0,221.0,190.0,7.0,26329.787234042553
GAC GS8 2021 2.0T GT (4WD),2.0,4.0,198.0,200.0,7.0,26595.744680851065
GAC GS8 2021 2.0T GL (4WD),2.0,4.0,198.0,200.0,7.0,23936.17021276596
Mazda CX-5 2021 2.0L Comfort (FWD),1.9,4.0,152.0,190.0,5.0,26595.744680851065
Audi A3 Sedan 2021 30 TFSI (116 HP),1.0,3.0,116.0,211.0,5.0,27393.617021276597
Maxus V80 Cargo Van 2021 2.5L Cargo (M/T),2.5,4.0,136.0,160.0,3.0,26329.787234042553
Ford Taurus 2021 3.5L V6 SE,3.5,6.0,288.0,200.0,5.0,28976.063829787236
Mazda 3 Sedan 2021 2.0L Avant,2.0,4.0,153.0,202.0,5.0,28989.36170212766
Audi A3 Sedan 2021 Design 35 1.4 TFSI (150 HP),1.4,4.0,150.0,224.0,5.0,28989.36170212766
Mazda 3 Hatchback 2021 2.0L Intense,2.0,4.0,153.0,197.0,5.0,26595.744680851065
Nissan X-Trail 2021 SV X-Treamer AWD (7-Seater),2.5,4.0,169.0,170.0,7.0,32180.85106382979
Toyota Hiace 2021 2.7L Panel Van High Roof LWB,2.7,4.0,158.0,160.0,3.0,28457.44680851064
Maxus V80 15-Seater 2021 2.5L Passenger Van (M/T),2.5,4.0,136.0,160.0,15.0,22207.44680851064
Toyota Rav4 2021 2.5L 4WD GXR,2.5,4.0,176.0,200.0,5.0,31276.59574468085
Toyota Hiace 2021 2.8L Commuter M/T Standard,2.8,4.0,420.0,211.0,5.0,28457.44680851064
Toyota Innova 2021 2.7L Limited,2.7,4.0,164.0,170.0,7.0,28763.297872340427
Honda Odyssey J 2021 2.4 EX,2.4,4.0,172.0,170.0,8.0,27925.531914893618
Subaru BRZ 2021 2.0L A/T,2.0,4.0,200.0,210.0,4.0,28989.36170212766
Audi A3 Sedan 2021 35 TFSI Sport (150 HP),1.4,4.0,150.0,224.0,5.0,28989.36170212766
Volkswagen Golf 2021 1.5 TSI,1.5,4.0,150.0,224.0,5.0,47106.8754254595
Toyota Camry 2021 2.5L GLE (204 HP) w/ Sunroof,2.5,4.0,204.0,195.0,5.0,28723.40425531915
Skoda Superb 2021 2.0 TSI Style,2.0,4.0,220.0,245.0,5.0,31914.893617021276
Skoda Superb 2021 2.0 TSI L&K (AWD),2.0,4.0,268.0,250.0,5.0,34574.46808510638
Toyota Fortuner 2021 2.7L EXR,2.7,4.0,164.0,180.0,7.0,30053.191489361703
Jeep Cherokee 2021 2.4L Sport,2.4,4.0,184.0,175.0,5.0,29255.31914893617
Skoda Superb 2021 1.5 TSI Ambition (AWD),1.5,4.0,150.0,220.0,5.0,30585.106382978724
Mitsubishi Outlander 2021 3.0L GLS (7-Seater) High,3.0,6.0,227.0,205.0,7.0,29787.23404255319
Subaru Forester 2021 2.0i-S EyeSight,2.0,4.0,150.0,188.0,5.0,31914.893617021276
Nissan Maxima 2021 3.5L S,3.5,6.0,300.0,211.0,5.0,30837.76595744681
Audi Q2 2021 30 TFSI Basic (116 HP),1.0,3.0,116.0,190.0,5.0,29255.31914893617
Subaru Forester 2021 2.0i Base,2.0,4.0,150.0,188.0,5.0,26728.723404255317
Subaru BRZ 2021 2.0L A/T Top,2.0,4.0,200.0,220.0,4.0,29787.23404255319
SsangYong Rexton 2021 2.0T Mid Option (2WD),2.0,4.0,225.0,185.0,7.0,29255.31914893617
Toyota 86 2021 VTX,2.0,4.0,197.0,225.0,4.0,30585.106382978724
Volkswagen Beetle 2021 2.0L S,2.0,4.0,210.0,227.0,4.0,47106.8754254595
Subaru Forester 2021 2.0i Mid Option,2.0,4.0,156.0,188.0,5.0,29787.23404255319
Volkswagen Tiguan 2021 2.0L SE,2.0,4.0,180.0,208.0,5.0,47106.8754254595
Audi A3 Sedan 2021 Design 40 2.0 TFSI (190 HP),2.0,4.0,190.0,250.0,5.0,31648.936170212764
Honda Accord 2021 1.5T EXL,1.5,4.0,198.0,195.0,5.0,47106.8754254595
Audi A3 Sedan 2021 Sport 40 2.0 TFSI (190 HP),2.0,4.0,190.0,250.0,5.0,31648.936170212764
Honda Pilot 2021 3.5 LX (2WD),3.5,4.0,280.0,175.0,8.0,27606.382978723403
Toyota Rav4 2021 2.5L Adventure,2.5,4.0,203.0,200.0,5.0,47106.8754254595
Toyota Rav4 2021 2.5L LE Hybrid AWD,2.5,4.0,219.0,200.0,5.0,32393.617021276597
Mazda CX-5 2021 2.5L Prestige (AWD),2.5,4.0,187.0,192.0,5.0,31648.936170212764
Honda Accord 2021 1.5T EX,1.5,4.0,198.0,195.0,5.0,47106.8754254595
Audi Q2 2021 30 TFSI Sport (116 HP),1.0,3.0,116.0,190.0,5.0,30585.106382978724
SsangYong Rexton 2021 2.0T Full Option (2WD),2.0,4.0,225.0,185.0,7.0,31914.893617021276
Audi Q2 2021 30 TFSI Design (116 HP),1.0,3.0,116.0,190.0,5.0,30585.106382978724
Hyundai Azera 2021 3.5L V6 Base,3.5,6.0,286.0,230.0,5.0,47106.8754254595
Toyota Hiace 2021 2.5L Commuter M/T,2.5,4.0,88.0,211.0,5.0,31648.936170212764
Hyundai Azera 2021 3.5L V6 Mid,3.5,6.0,286.0,230.0,5.0,47106.8754254595
Hyundai Azera 2021 3.5L V6 High,3.5,6.0,286.0,230.0,5.0,47106.8754254595
Peugeot 3008 2021 1.6T GT Line,1.6,4.0,165.0,205.0,5.0,38550.53191489362
Haval H9 2021 Super Dignity,2.0,4.0,248.0,200.0,7.0,31914.893617021276
Honda Odyssey J 2021 2.4 EX V,2.4,4.0,172.0,170.0,7.0,34042.55319148936
Haval H9 2021 Comfort,2.0,4.0,248.0,200.0,7.0,28188.82978723404
Ford Explorer 2021 2.3L EcoBoost Limited AWD,2.3,4.0,300.0,180.0,7.0,50531.914893617024
Honda CR-V 2021 EX Plus (AWD),2.4,4.0,184.0,200.0,5.0,47106.8754254595
Ford Explorer 2021 2.3L EcoBoost XLT (Base Option) AWD,2.3,4.0,300.0,180.0,7.0,38550.53191489362
Chevrolet Equinox 2021 2.0T Premier (AWD),2.0,4.0,252.0,200.0,5.0,32180.85106382979
Ford Explorer 2021 2.3L EcoBoost XLT (Mid Option) AWD,2.3,4.0,300.0,180.0,7.0,45212.765957446805
Ford Explorer 2021 3.0L EcoBoost ST (AWD),3.0,6.0,400.0,237.0,7.0,47106.8754254595
Volkswagen Beetle 2021 2.0L SE,2.0,4.0,210.0,227.0,4.0,47106.8754254595
Alfa Romeo Giulietta 2021 Super,1.4,4.0,170.0,220.0,5.0,33244.68085106383
Audi Q2 2021 35 TFSI Design (150 HP),1.4,4.0,150.0,208.0,5.0,31914.893617021276
Ford Explorer 2021 3.3L Limited V6 Hybrid (AWD),3.3,6.0,318.0,237.0,7.0,47106.8754254595
Audi Q3 2021 30 TFSI (150 HP),1.4,4.0,150.0,204.0,5.0,34574.46808510638
Kia Cadenza 2021 3.3L GDi Top,3.3,6.0,284.0,235.0,5.0,47106.8754254595
Subaru WRX 2021 2.0T Standard,2.0,4.0,265.0,240.0,5.0,33244.68085106383
Ford Taurus 2021 3.5L V6 SEL,3.5,4.0,288.0,200.0,5.0,34574.46808510638
Toyota Land Cruiser Pick Up 2021 4.0L Single Cab,4.0,6.0,228.0,180.0,3.0,33244.68085106383
Audi A1 2021 Ambition 1.4L (185 HP),1.4,4.0,185.0,227.0,4.0,34840.425531914894
Toyota Land Cruiser Pick Up 2021 4.0L Double Cab,4.0,6.0,228.0,180.0,6.0,33244.68085106383
Ford Edge 2021 2.0L EcoBoost SEL (AWD),2.0,4.0,250.0,200.0,5.0,47106.8754254595
Volkswagen Tiguan 2021 2.0L SEL,2.0,4.0,180.0,208.0,5.0,47106.8754254595
BMW 1 Series 2021 116i,1.5,3.0,109.0,195.0,5.0,33244.68085106383
Toyota Land Cruiser Pick Up 2021 4.0L Hard Top,4.0,6.0,228.0,180.0,5.0,33244.68085106383
Mazda CX-5 2021 2.5L Luxury (AWD),2.5,4.0,187.0,192.0,5.0,34308.51063829787
Mazda 6 2021 2.5L Luxury,2.5,4.0,188.0,220.0,5.0,34574.46808510638
Alfa Romeo Giulietta 2021 Veloce,1.8,4.0,241.0,244.0,5.0,35904.255319148935
Honda CR-V 2021 Touring (AWD),2.4,4.0,184.0,200.0,5.0,30851.063829787236
Toyota Land Cruiser Prado 2021 2.7L GXR,2.7,4.0,164.0,170.0,7.0,39093.085106382976
Volkswagen Beetle 2021 2.0L SEL,2.0,4.0,210.0,227.0,4.0,47106.8754254595
Volkswagen Teramont 2021 3.6L Trendline (AWD),3.6,6.0,276.0,190.0,7.0,47106.8754254595
Nissan Maxima 2021 3.5L SV,3.5,6.0,300.0,211.0,5.0,34561.17021276596
Honda Accord 2021 2.0T Sport,2.0,4.0,247.0,205.0,5.0,47106.8754254595
Audi Q3 2021 35 TFSI quattro (150 HP),1.4,4.0,150.0,217.0,5.0,35904.255319148935
Toyota Hiace 2021 2.5L Commuter A/T,2.5,4.0,102.0,211.0,5.0,35904.255319148935
Kia Sorento 2021 2.5L Base Option (AWD),2.5,4.0,191.0,200.0,7.0,30585.106382978724
Kia Sorento 2021 2.5L (FWD),2.5,4.0,178.0,190.0,7.0,34308.51063829787
GMC Acadia 2021 3.6L SLE2 (FWD),3.6,6.0,310.0,210.0,7.0,47106.8754254595
Maxus V80 18-Seater 2021 2.5L Passenger Van (M/T),2.5,4.0,136.0,150.0,5.0,27925.531914893618
Audi Q3 2021 30 TFSI Design (150 HP),1.4,4.0,150.0,204.0,5.0,35106.382978723406
Kia Sorento 2021 2.5L (AWD),2.5,4.0,178.0,190.0,7.0,39893.617021276594
Toyota Camry 2021 3.5L SE (298 HP),3.5,6.0,298.0,235.0,5.0,47106.8754254595
BMW 3 Series 2021 318i,1.5,4.0,136.0,210.0,5.0,36968.085106382976
Mini Countryman 2021 Cooper,1.5,3.0,136.0,200.0,5.0,38563.82978723404
Volkswagen Teramont 2021 2.0L Trendline (AWD),2.0,4.0,235.0,190.0,7.0,47106.8754254595
Audi Q3 2021 35 TFSI Design quattro (150 HP),1.4,4.0,150.0,217.0,5.0,37234.04255319149
BMW 1 Series 2021 118i,1.5,4.0,140.0,213.0,5.0,37234.04255319149
Toyota FJ Cruiser 2021 4.0L GXR,4.0,6.0,270.0,180.0,5.0,37978.72340425532
Audi Q3 2021 40 TFSI Design quattro (220 HP),2.0,4.0,220.0,233.0,5.0,38563.82978723404
Ford Escape 2021 2.0L EcoBoost SE (AWD),2.0,4.0,240.0,200.0,5.0,47106.8754254595
Ford Expedition 2021 3.5L EcoBoost XL,3.5,4.0,385.0,185.0,8.0,42539.89361702128
Ford Escape 2021 2.0L EcoBoost Titanium (AWD),2.0,4.0,240.0,200.0,5.0,47106.8754254595
Mazda CX-9 2021 2.5T Classic (4x2),2.5,4.0,226.0,210.0,7.0,33776.59574468085
Audi A4 2021 30 TFSI Basic (150 HP),1.4,4.0,150.0,210.0,5.0,38031.914893617024
Honda Odyssey 2021 3.5L LX,3.5,6.0,280.0,180.0,8.0,47106.8754254595
Toyota Fortuner 2021 4.0L VXR,4.0,6.0,235.0,187.0,7.0,39093.085106382976
Jeep Grand Cherokee 2021 3.6L Laredo 4x2,3.6,6.0,290.0,190.0,5.0,34571.8085106383
Ford Expedition 2021 3.5L EcoBoost XLT,3.5,4.0,385.0,185.0,8.0,42553.1914893617
Mini Hatch 2021 5-Door Cooper,1.5,3.0,136.0,207.0,5.0,35638.29787234042
Audi A4 2021 30 TFSI Design (150 HP),1.4,4.0,150.0,210.0,5.0,41755.31914893617
Mercedes-Benz A-Class 2021 A 250,2.0,4.0,224.0,250.0,5.0,40425.53191489362
Dodge Charger 2021 3.6L GT,3.6,6.0,300.0,210.0,5.0,34308.51063829787
Lincoln MKC 2021 2.0T Premier,2.0,4.0,253.0,211.0,7.0,37234.04255319149
BMW X1 2021 sDrive18i,2.0,4.0,150.0,202.0,5.0,40957.446808510635
Honda Odyssey 2021 3.5L EXL,3.5,6.0,280.0,180.0,8.0,47106.8754254595
Ford Taurus 2021 3.5L V6 LTD,3.5,6.0,288.0,200.0,5.0,39893.617021276594
Audi A4 2021 40 TFSI Basic (190 HP),2.0,4.0,190.0,240.0,5.0,40691.48936170213
Ford Mustang 2021 2.3L EcoBoost Fastback A/T,2.3,4.0,310.0,240.0,4.0,46542.55319148936
Infiniti Q50 2021 2.0T Premium,2.0,4.0,208.0,245.0,5.0,39627.65957446808
Audi A4 2021 30 TFSI Sport (150 HP),1.4,4.0,150.0,210.0,5.0,41755.31914893617
Dodge Charger 2021 3.6L GTS,3.6,6.0,300.0,210.0,5.0,38031.914893617024
Audi A3 Sportback 2021 S3 (286 HP) quattro,2.0,4.0,286.0,250.0,5.0,41489.36170212766
Ford F-150 2021 5.0L V8 Crew Cab Lariat (Luxury+Chrome Pack),5.0,4.0,360.0,160.0,5.0,47106.8754254595
Land Rover Discovery Sport 2021 2.0T S (AWD),2.0,4.0,240.0,200.0,5.0,42287.234042553195
Mercedes-Benz C-Class 2021 C 180,1.6,4.0,156.0,207.0,5.0,41755.31914893617
Alfa Romeo Giulia 2021 Super,2.0,4.0,330.0,211.0,6.0,47872.34042553192
BMW 2 Series Active Tourer 2021 218i,1.5,3.0,136.0,205.0,5.0,42553.1914893617
Volkswagen Teramont 2021 3.6L Comfortline (AWD),3.6,6.0,276.0,190.0,7.0,47106.8754254595
Ford F-150 2021 3.3L V6 Crew Cab XL,3.3,4.0,292.0,160.0,6.0,47106.8754254595
Honda Pilot 2021 3.5 EX-L (AWD),3.5,4.0,280.0,175.0,8.0,47106.8754254595
Lexus IS 2021 200t Classic,2.0,4.0,241.0,230.0,5.0,42553.1914893617
Chrysler 300C 2021 3.6L V6 Limited,3.6,4.0,292.0,210.0,5.0,35372.34042553192
Jaguar XE 2021 2.0T Pure (200 PS),2.0,4.0,197.0,238.0,5.0,42287.234042553195
BMW 1 Series 2021 120i,1.6,4.0,177.0,222.0,5.0,42553.1914893617
Honda Pilot 2021 3.5 Touring (AWD),3.5,4.0,280.0,175.0,8.0,47106.8754254595
Chrysler 300C 2021 3.6L V6 Luxury,3.6,4.0,292.0,210.0,5.0,44680.85106382979
Mini Hatch 2021 3-Door Cooper S,2.0,4.0,192.0,235.0,4.0,38563.82978723404
Ford F-150 2021 3.3L V6 XLT Sport R/C,3.3,4.0,292.0,160.0,6.0,47106.8754254595
Jaguar XE 2021 Base 2.0,2.0,4.0,200.0,237.0,5.0,44946.8085106383
Subaru WRX 2021 2.5T STi Standard,2.5,4.0,300.0,250.0,5.0,43882.97872340425
Dodge Charger 2021 6.4L R/T Scatpack,6.4,8.0,485.0,281.0,5.0,51861.70212765958
Jaguar XE 2021 2.0 Prestige,2.0,4.0,200.0,237.0,5.0,44946.8085106383
Jaguar XE 2021 2.0 Portfolio,2.0,4.0,200.0,237.0,5.0,44946.8085106383
Mercedes-Benz CLA-Class 2021 CLA 250,2.0,4.0,211.0,240.0,5.0,43085.10638297872
Mercedes-Benz GLA 2021 250 4MATIC,2.0,4.0,211.0,230.0,5.0,43617.02127659575
Audi A5 Sportback 2021 1.8L (170 HP),1.8,4.0,170.0,220.0,5.0,44148.936170212764
GMC Acadia 2021 3.6L SLT1 (FWD),3.6,6.0,310.0,210.0,7.0,44680.85106382979
Audi A4 2021 40 TFSI Sport (190 HP),2.0,4.0,190.0,240.0,5.0,43351.063829787236
Audi A4 2021 40 TFSI Design (190 HP),2.0,4.0,190.0,240.0,5.0,43351.063829787236
Jaguar XE 2021 2.0T S (250 PS),2.0,4.0,247.0,250.0,5.0,44946.8085106383
Jeep Grand Cherokee 2021 3.6L Limited,3.6,6.0,290.0,190.0,5.0,45212.765957446805
Mercedes-Benz C-Class 2021 C 200,2.0,4.0,204.0,245.0,5.0,43351.063829787236
BMW 3 Series 2021 320d,2.0,4.0,190.0,235.0,5.0,44946.8085106383
BMW X1 2021 sDrive20i,2.0,4.0,192.0,225.0,5.0,46542.55319148936
Subaru WRX 2021 2.5T STi Premium,2.5,4.0,300.0,250.0,5.0,47106.8754254595
Ford Mustang 2021 2.3L EcoBoost Fastback M/T,2.3,4.0,310.0,240.0,4.0,42539.89361702128
Honda Odyssey 2021 3.5L Touring,3.5,6.0,280.0,180.0,8.0,47106.8754254595
Dodge Charger 2021 5.7L Daytona 392,5.7,8.0,375.0,250.0,5.0,43882.97872340425
Lexus IS 2021 200t F Sport Prestige,2.0,4.0,350.0,211.0,6.0,46542.55319148936
Jaguar XF 2021 2.0 i4Turbo Luxury,2.0,4.0,235.0,241.0,5.0,44946.8085106383
Dodge Charger 2021 5.7L R/T,5.7,8.0,370.0,250.0,5.0,40957.446808510635
Jaguar XE 2021 2.0T SE (200 PS),2.0,4.0,200.0,238.0,5.0,45744.68085106383
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP),2.0,4.0,290.0,250.0,5.0,45212.765957446805
Dodge Charger 2021 5.7L R/T Highline,5.7,8.0,370.0,250.0,5.0,46542.55319148936
Chevrolet Tahoe 2021 5.3L LS 4WD,5.3,8.0,355.0,180.0,9.0,47106.8754254595
BMW 2 Series Coupe 2021 218i,1.5,3.0,136.0,215.0,4.0,46542.55319148936
Jaguar XE 2021 2.0T R-Sport (200 PS),2.0,4.0,197.0,238.0,5.0,47606.382978723406
Volkswagen Teramont 2021 3.6L Highline (AWD),3.6,6.0,276.0,190.0,7.0,47106.8754254595
Audi A4 2021 45 TFSI quattro Sport (252 HP),2.0,4.0,252.0,250.0,5.0,49202.12765957447
Jaguar XE 2021 2.0T Prestige (250 PS),2.0,4.0,247.0,250.0,5.0,47606.382978723406
Mercedes-Benz SLC 2021 200,2.0,4.0,184.0,237.0,2.0,48936.17021276596
Volkswagen Teramont 2021 3.6L R-Line (AWD),3.6,6.0,276.0,190.0,7.0,47106.8754254595
Jaguar XE 2021 2.0T R-Dynamic (250 PS),2.0,4.0,250.0,250.0,5.0,49202.12765957447
BMW 1 Series 2021 125i,2.0,4.0,218.0,243.0,5.0,47872.34042553192
Land Rover Discovery Sport 2021 2.0L Si4 SE (4WD),2.0,4.0,236.0,200.0,5.0,47606.382978723406
Dodge Challenger 2021 5.7L R/T Plus,5.7,8.0,375.0,250.0,5.0,47106.8754254595
Jaguar F-Pace 2021 2.0T Pure (250 PS),2.0,4.0,246.0,217.0,5.0,47872.34042553192
Infiniti QX60 2021 3.5L Luxe,3.5,6.0,295.0,195.0,7.0,47872.34042553192
Audi A4 2021 45 TFSI quattro Design (252 HP),2.0,4.0,252.0,250.0,5.0,49202.12765957447
Nissan Patrol 2021 4.0L XE,4.0,6.0,275.0,200.0,8.0,47106.8754254595
GMC Acadia 2021 3.6L SLT2 (AWD),3.6,6.0,310.0,210.0,7.0,49734.04255319149
Lexus IS 2021 200t Exclusive,2.0,4.0,241.0,230.0,5.0,50265.95744680851
Jaguar XE 2021 2.0T Pure (300 PS),2.0,4.0,297.0,250.0,5.0,50000.0
Jaguar XE 2021 2.0T Portfolio (200 PS),2.0,4.0,197.0,238.0,5.0,50000.0
Chevrolet Suburban 2021 5.3L LT Z71,5.3,8.0,355.0,175.0,9.0,47106.8754254595
Mercedes-Benz V Class 2021 Standard,2.0,4.0,350.0,211.0,9.0,50265.95744680851
Jaguar XF 2021 2.0T Pure (250 PS),2.0,4.0,250.0,244.0,5.0,50265.95744680851
Ford Mustang 2021 2.3L EcoBoost Fastback Premium,2.3,4.0,310.0,240.0,4.0,50265.95744680851
Chevrolet Suburban 2021 5.3L LS 4WD,5.3,8.0,355.0,175.0,9.0,53191.48936170213
BMW 2 Series Coupe 2021 220i,2.0,4.0,184.0,230.0,4.0,49202.12765957447
BMW 4 Series Coupe 2021 420i,2.0,4.0,184.0,236.0,4.0,50265.95744680851
BMW Z4 Roadster 2021 sDrive18i,2.0,4.0,156.0,220.0,2.0,50265.95744680851
Audi A5 Coupe 2021 40 TFSI Sport (190 HP),2.0,4.0,190.0,240.0,4.0,51329.78723404255
Mercedes-Benz C-Class Coupe 2021 C 200,2.0,4.0,204.0,245.0,4.0,50531.914893617024
Mercedes-Benz GLC-Class 2021 GLC 250 4MATIC,2.0,4.0,211.0,222.0,5.0,51595.744680851065
Jaguar XE 2021 2.0T Portfolio (250 PS),2.0,4.0,247.0,250.0,5.0,51861.70212765958
Toyota Land Cruiser Prado 2021 4.0L VXR,4.0,6.0,271.0,200.0,7.0,50824.46808510638
Chrysler 300C 2021 5.7L V8 Luxury,5.7,8.0,363.0,234.0,5.0,47872.34042553192
Audi A5 Coupe 2021 40 TFSI Design (190 HP),2.0,4.0,190.0,240.0,4.0,51329.78723404255
